60,40
51,49
50,50
57,43
56,44
52,48
53,47
47,53
52,48
47,53
48,52
53,47
55,45
56,44
53,47
56,44
50,50
55,45
50,50
53,47
52,48
48,52
54,46
53,47
59,41
55,45
46,54
55,45
57,43
53,47
55,45
56,44
53,47
50,50
51,49
57,43
51,49
50,50
48,52
49,51
54,46
50,50
52,48
52,48
57,43
50,50
51,49
48,52
56,44
51,49
54,46
51,49
51,49
54,46
57,43
56,44
51,49
54,46
54,46
58,42
46,54
53,47
51,49
52,48
62,38
52,48
55,45
51,49
50,50
53,47
55,45
49,51
52,48
44,56
54,46
48,52
53,47
51,49
49,51
50,50
55,45
50,50
60,40
50,50
50,50
49,51
57,43
53,47
56,44
52,48
57,43
50,50
54,46
52,48
55,45
55,45
52,48
47,53
57,43
53,47
54,46
46,54
54,46
55,45
56,44
54,46
53,47
55,45
49,51
47,53
51,49
50,50
53,47
51,49
53,47
52,48
53,47
49,51
56,44
50,50
46,54
49,51
44,56
54,46
54,46
50,50
51,49
49,51
50,50
48,52
44,56
48,52
54,46
52,48
53,47
46,54
52,48
48,52
44,56
53,47
57,43
60,40
48,52
47,53
51,49
52,48
57,43
48,52
48,52
54,46
49,51
51,49
54,46
56,44
59,41
54,46
52,48
55,45
50,50
52,48
51,49
52,48
53,47
54,46
52,48
59,41
51,49
57,43
49,51
52,48
51,49
47,53
48,52
52,48
52,48
46,54
53,47
53,47
53,47
55,45
54,46
54,46
51,49
50,50
56,44
54,46
59,41
55,45
50,50
50,50
54,46
49,51
52,48
55,45
54,46
59,41
44,56
50,50
56,44
52,48
48,52
49,51
49,51
46,54
52,48
53,47
48,52
54,46
51,49
60,40
48,52
47,53
54,46
55,45
49,51
49,51
51,49
49,51
55,45
52,48
46,54
47,53
53,47
54,46
50,50
54,46
52,48
58,42
50,50
54,46
52,48
55,45
52,48
51,49
53,47
59,41
49,51
44,56
54,46
48,52
55,45
61,39
50,50
51,49
56,44
51,49
53,47
59,41
48,52
54,46
43,57
52,48
50,50
50,50
52,48
49,51
47,53
49,51
49,51
50,50
46,54
51,49
56,44
55,45
48,52
56,44
46,54
51,49
53,47
56,44
52,48
43,57
47,53
51,49
55,45
51,49
53,47
49,51
55,45
49,51
52,48
56,44
53,47
49,51
50,50
47,53
51,49
51,49
60,40
52,48
53,47
61,39
54,46
48,52
52,48
48,52
52,48
48,52
52,48
57,43
48,52
57,43
62,38
47,53
48,52
53,47
59,41
51,49
53,47
52,48
54,46
54,46
44,56
53,47
46,54
54,46
49,51
49,51
60,40
51,49
54,46
47,53
65,35
60,40
52,48
57,43
51,49
50,50
50,50
45,55
48,52
53,47
50,50
52,48
56,44
51,49
44,56
56,44
46,54
46,54
52,48
51,49
53,47
50,50
56,44
51,49
49,51
45,55
50,50
44,56
50,50
47,53
49,51
54,46
53,47
51,49
55,45
50,50
51,49
59,41
48,52
48,52
57,43
57,43
49,51
42,58
53,47
60,40
47,53
49,51
54,46
59,41
55,45
50,50
53,47
51,49
55,45
51,49
52,48
55,45
52,48
50,50
54,46
50,50
51,49
49,51
45,55
53,47
56,44
56,44
61,39
51,49
56,44
54,46
44,56
57,43
51,49
45,55
47,53
56,44
52,48
55,45
49,51
47,53
50,50
44,56
51,49
51,49
48,52
52,48
54,46
48,52
54,46
56,44
47,53
46,54
49,51
49,51
50,50
47,53
53,47
55,45
51,49
54,46
42,58
49,51
50,50
56,44
56,44
49,51
52,48
57,43
52,48
52,48
55,45
47,53
50,50
49,51
51,49
57,43
54,46
39,61
47,53
52,48
52,48
58,42
47,53
52,48
54,46
54,46
48,52
48,52
56,44
48,52
60,40
52,48
53,47
53,47
57,43
47,53
57,43
56,44
48,52
50,50
48,52
49,51
49,51
49,51
53,47
60,40
46,54
53,47
53,47
56,44
47,53
49,51
45,55
50,50
52,48
49,51
53,47
51,49
52,48
45,55
45,55
50,50
58,42
46,54
60,40
52,48
47,53
45,55
55,45
50,50
57,43
56,44
46,54
56,44
49,51
59,41
50,50
54,46
52,48
45,55
56,44
46,54
48,52
54,46
55,45
50,50
49,51
47,53
53,47
56,44
65,35
51,49
50,50
49,51
55,45
48,52
54,46
49,51
52,48
46,54
51,49
46,54
55,45
46,54
53,47
51,49
54,46
49,51
55,45
61,39
50,50
51,49
50,50
52,48
53,47
54,46
49,51
57,43
57,43
49,51
52,48
54,46
51,49
49,51
55,45
56,44
45,55
53,47
53,47
50,50
50,50
56,44
45,55
52,48
56,44
52,48
57,43
51,49
56,44
55,45
51,49
55,45
49,51
43,57
50,50
52,48
51,49
50,50
53,47
52,48
53,47
49,51
51,49
42,58
50,50
52,48
54,46
51,49
45,55
48,52
51,49
56,44
44,56
50,50
47,53
60,40
53,47
57,43
52,48
51,49
53,47
51,49
53,47
53,47
47,53
49,51
54,46
54,46
50,50
53,47
55,45
58,42
51,49
51,49
58,42
59,41
51,49
49,51
52,48
57,43
46,54
49,51
51,49
47,53
52,48
51,49
49,51
51,49
50,50
52,48
50,50
51,49
51,49
49,51
56,44
53,47
51,49
51,49
48,52
50,50
49,51
51,49
50,50
53,47
49,51
49,51
50,50
52,48
56,44
61,39
54,46
52,48
59,41
49,51
49,51
53,47
50,50
50,50
52,48
48,52
48,52
57,43
49,51
51,49
52,48
49,51
55,45
54,46
45,55
58,42
54,46
48,52
51,49
46,54
54,46
52,48
48,52
55,45
62,38
50,50
50,50
58,42
55,45
53,47
50,50
53,47
52,48
54,46
48,52
47,53
50,50
57,43
49,51
54,46
50,50
57,43
50,50
48,52
53,47
51,49
48,52
54,46
47,53
48,52
56,44
56,44
58,42
49,51
53,47
48,52
52,48
52,48
50,50
56,44
53,47
59,41
50,50
55,45
49,51
51,49
60,40
54,46
51,49
57,43
51,49
48,52
47,53
54,46
58,42
44,56
49,51
53,47
47,53
51,49
55,45
47,53
59,41
55,45
56,44
52,48
46,54
53,47
54,46
48,52
51,49
60,40
54,46
53,47
47,53
50,50
48,52
48,52
51,49
51,49
48,52
56,44
56,44
46,54
55,45
52,48
48,52
50,50
50,50
53,47
47,53
50,50
60,40
49,51
55,45
50,50
48,52
46,54
60,40
50,50
59,41
51,49
50,50
54,46
